#Char	Unicode	Big5
芽	82BD	V
苑	82D1	V
苒	82D2	V
苓	82D3	V
苔	82D4	V
苗	82D7	V
苛	82DB	V
苞	82DE	V
苟	82DF	V
若	82E5	V
苦	82E6	V
苧	82E7	V
英	82F1	V
苳	82F3	V
苴	82F4	V
苻	82FB	V
茂	8302	V
范	8303	V
茄	8304	V
茅	8305	V
茈	8308	V
茉	8309	V
茫	832B	V
茭	832D	V
茯	832F	V
茱	8331	V
茵	8335	V
茶	8336	V
茸	8338	V
荀	8340	V
荇	8347	V
草	8349	V
荊	834A	V
荍	834D	V
荏	834F	V
荐	8350	V
荒	8352	V
荔	8354	V
荖	8356	V
荳	8373	V
荷	8377	V
荽	837D	V
莉	8389	V
莊	838A	V
莎	838E	V
莒	8392	V
莓	8393	V
莖	8396	V
莢	83A2	V
莧	83A7	V
莫	83AB	V
莽	83BD	V
莿	83BF	V
菁	83C1	V
菅	83C5	V
菇	83C7	V
菊	83CA	V
菌	83CC	V
菖	83D6	V
菜	83DC	V
菝	83DD	V
菠	83E0	V
菩	83E9	V
華	83EF	V
菱	83F1	V
菲	83F2	V
萄	8404	V
萊	840A	V
萍	840D	V
萎	840E	V
萣	8423	V
萬	842C	V
萵	8435	V
落	843D	V
葉	8449	V
著	8457	V
葛	845B	V
葡	8461	V
董	8463	V
葩	8469	V
葫	846B	V
葬	846C	V
葵	8475	V
蒂	8482	V
蒙	8499	V
蒜	849C	V
蒡	84A1	V
蒲	84B2	V
蒸	84B8	V
蒼	84BC	V
蒿	84BF	V
蓁	84C1	V
蓄	84C4	V
蓆	84C6	V
蓉	84C9	V
蓋	84CB	V
蓑	84D1	V
蓪	84EA	V
蓬	84EC	V
蓮	84EE	V
蔑	8511	V
蔓	8513	V
蔗	8517	V
蔚	851A	V
蔡	8521	V
蔣	8523	V
蔥	8525	V
蔫	852B	V
蔬	852C	V
蔭	852D	V
蔽	853D	V
蕃	8543	V
蕉	8549	V
蕊	854A	V
蕎	854E	V
蕗	8557	V
蕘	8558	V
蕨	8568	V
蕩	8569	V
蕭	856D	V
蕹	8579	V
蕾	857E	V
薁	8581	V
薄	8584	V
薅	8585	V
薇	8587	V
薈	8588	V
薏	858F	V
薐	8590	V
薑	8591	V
薔	8594	V
薛	859B	V
薟	859F	V
薦	85A6	V
薩	85A9	V
薪	85AA	V
薯	85AF	V
薰	85B0	V
薸	85B8	V
薺	85BA	V
藃	85C3	V
藉	85C9	V
藍	85CD	V
藏	85CF	V
藐	85D0	V
藕	85D5	V
藝	85DD	V
藤	85E4	V
藥	85E5	V
藩	85E9	V
藹	85F9	V
藺	85FA	V
蘆	8606	V
蘇	8607	V
蘊	860A	V
蘋	860B	V
蘑	8611	V
蘭	862D	V
虎	864E	V
虐	8650	V
虔	8654	V
處	8655	V
虛	865B	V
虜	865C	V
虞	865E	V
號	865F	V
虧	8667	V
虯	866F	V
虱	8671	V
虹	8679	V
虼	867C	V
蚊	868A	V
蚋	868B	V
蚌	868C	V
蚓	8693	V
蚣	86A3	V
蚤	86A4	V
蚵	86B5	V
蚶	86B6	V
蚻	86BB	V
蛀	86C0	V
蛄	86C4	V
蛆	86C6	V
蛇	86C7	V
蛉	86C9	V
蛋	86CB	V
蛙	86D9	V
蛛	86DB	V
蛟	86DF	V
蛤	86E4	V
蛻	86FB	V
蛾	86FE	V
蜀	8700	V
蜂	8702	V
蜅	8705	V
蜇	8707	V
蜈	8708	V
蜊	870A	V
蜍	870D	V
蜘	8718	V
蜜	871C	V
蜞	871E	V
蜢	8722	V
蜷	8737	V
蝒	8752	V
蝕	8755	V
蝛	875B	V
蝝	875D	V
蝦	8766	V
蝨	8768	V
蝴	8774	V
蝶	8776	V
蝹	8779	V
蝻	877B	V
融	878D	V
螕	8795	
螟	879F	V
螢	87A2	V
螺	87BA	V
螿	87BF	V
蟀	87C0	V
蟄	87C4	V
蟋	87CB	V
蟒	87D2	V
蟧	87E7	V
蟬	87EC	V
蟮	87EE	
蟯	87EF	V
蟲	87F2	V
蟳	87F3	V
蟶	87F6	V
蟹	87F9	V
蟻	87FB	V
蟾	87FE	V
蠅	8805	V
蠍	880D	V
蠐	8810	V
蠓	8813	V
蠕	8815	V
蠘	8818	
蠟	881F	V
蠶	8836	V
蠻	883B	V
血	8840	V
行	884C	V
衍	884D	V
術	8853	V
街	8857	V
衙	8859	V
衛	885B	V
衝	885D	V
衡	8861	V
衣	8863	V
表	8868	V
衫	886B	V
衰	8870	V
衲	8872	V
衷	8877	V
袁	8881	V
袂	8882	V
袈	8888	V
袋	888B	V
袍	888D	V
袖	8896	V
袚	889A	V
被	88AB	V
袱	88B1	V
裁	88C1	V
裂	88C2	V
裌	88CC	V
裏	88CF	V
裒	88D2	V
裔	88D4	V
裕	88D5	V
裘	88D8	V
裙	88D9	V
補	88DC	V
裝	88DD	V
裟	88DF	V
裡	88E1	V
裱	88F1	V
裴	88F4	V
裹	88F9	V
裼	88FC	V
製	88FD	V
裾	88FE	V
褂	8902	V
複	8907	V
褒	8912	V
褙	8919	V
褚	891A	V
褥	8925	V
褪	892A	V
褫	892B	V
褲	8932	V
襀	8940	
襄	8944	V
襇	8947	
襞	895E	V
襟	895F	V
襤	8964	V
襪	896A	V
襲	8972	V
襻	897B	V
西	897F	V
要	8981	V
覆	8986	V
見	898B	V
規	898F	V
覓	8993	V
覕	8995	V
視	8996	V
親	89AA	V
覺	89BA	V
覽	89BD	V
觀	89C0	V
角	89D2	V
解	89E3	V
觱	89F1	V
觳	89F3	V
觸	89F8	V
言	8A00	V
訂	8A02	V
訃	8A03	V
計	8A08	V
訊	8A0A	V
討	8A0E	V
訓	8A13	V
訕	8A15	V
託	8A17	V
記	8A18	V
訟	8A1F	V
訣	8A23	V
訪	8A2A	V
設	8A2D	V
許	8A31	V
訴	8A34	V
診	8A3A	V
註	8A3B	V
詈	8A48	V
詐	8A50	V
詔	8A54	V
評	8A55	V
詞	8A5E	V
詢	8A62	V
詣	8A63	V
試	8A66	V
詩	8A69	V
詬	8A6C	V
詭	8A6D	V
詮	8A6E	V
詰	8A70	V
話	8A71	V
該	8A72	V
詳	8A73	V
詹	8A79	V
詼	8A7C	V
誇	8A87	V
誌	8A8C	V
認	8A8D	V
誓	8A93	V
誕	8A95	V
誘	8A98	V
語	8A9E	V
誠	8AA0	V
誡	8AA1	V
誣	8AA3	V
誤	8AA4	V
誦	8AA6	V
說	8AAA	V
誰	8AB0	V
課	8AB2	V
誹	8AB9	V
誼	8ABC	V
調	8ABF	V
談	8AC7	V
請	8ACB	V
諍	8ACD	V
諒	8AD2	V
論	8AD6	V
諜	8ADC	V
諞	8ADE	V
諦	8AE6	V
諧	8AE7	V
諭	8AED	V
諮	8AEE	V
諳	8AF3	V
諸	8AF8	V
諺	8AFA	V
諾	8AFE	V
謀	8B00	V
謂	8B02	V
謄	8B04	V
謊	8B0A	V
謎	8B0E	V
謔	8B14	V
謗	8B17	V
謙	8B19	V
講	8B1B	V
謝	8B1D	V
謠	8B20	V
謬	8B2C	V
謳	8B33	V
謹	8B39	V
謼	8B3C	V
譀	8B40	V
譁	8B41	V
證	8B49	V
譎	8B4E	V
譏	8B4F	V
識	8B58	V
譚	8B5A	V
譜	8B5C	V
警	8B66	V
譬	8B6C	V
譯	8B6F	V
議	8B70	V
譴	8B74	V
護	8B77	V
譽	8B7D	V
讀	8B80	V
變	8B8A	V
讓	8B93	V
讖	8B96	V
讚	8B9A	V
谷	8C37	V
豆	8C46	V
豈	8C48	V
豉	8C49	V
豍	8C4D	V
豎	8C4E	V
豐	8C50	V
豔	8C54	V
豚	8C5A	V
象	8C61	V
豪	8C6A	V
豫	8C6B	V
豬	8C6C	V
豸	8C78	V
豹	8C79	V
貂	8C82	V
貉	8C89	V
貌	8C8C	V
貓	8C93	V
貝	8C9D	V
貞	8C9E	V
負	8CA0	V
財	8CA1	V
貢	8CA2	V
貧	8CA7	V
貨	8CA8	V
販	8CA9	V
貪	8CAA	V
貫	8CAB	V
責	8CAC	V
貯	8CAF	V
貳	8CB3	V
貴	8CB4	V
貶	8CB6	V
買	8CB7	V
貸	8CB8	V
貺	8CBA	V
費	8CBB	V
貼	8CBC	V
貿	8CBF	V
賀	8CC0	V
賂	8CC2	V
賄	8CC4	V
資	8CC7	V
賈	8CC8	V
賊	8CCA	V
賑	8CD1	V
賒	8CD2	V
賓	8CD3	V
賜	8CDC	V
賞	8CDE	V
賠	8CE0	V
賢	8CE2	V
賣	8CE3	V
賤	8CE4	V
賦	8CE6	V
質	8CEA	V
賭	8CED	V
賰	8CF0	V
賴	8CF4	V
賺	8CFA	V
購	8CFC	V
賽	8CFD	V
贅	8D05	V
贈	8D08	V
贊	8D0A	V
贌	8D0C	
贏	8D0F	V
贐	8D10	V
贓	8D13	V
贖	8D16	V
赤	8D64	V
赦	8D66	V
走	8D70	V
赴	8D74	V
起	8D77	V
趁	8D81	V
超	8D85	V
越	8D8A	V
趒	8D92	V
趕	8D95	V
趖	8D96	V
趙	8D99	V
趣	8DA3	V
趨	8DA8	V
足	8DB3	V
趺	8DBA	V
趼	8DBC	V
趾	8DBE	V
跂	8DC2	V
跋	8DCB	V
跌	8DCC	V
跍	8DCD	V
跎	8DCE	V
跑	8DD1	V
跔	8DD4	
跕	8DD5	V
跙	8DD9	V
跛	8DDB	V
距	8DDD	V
跟	8DDF	V
跡	8DE1	V
跤	8DE4	V
跩	8DE9	V
跪	8DEA	V
路	8DEF	V
跳	8DF3	V
踅	8E05	V
踏	8E0F	V
踐	8E10	V
踔	8E14	V
踢	8E22	V
踩	8E29	V
踮	8E2E	V
踴	8E34	V
蹁	8E41	V
蹄	8E44	V
蹈	8E48	V
蹉	8E49	V
蹊	8E4A	V
蹌	8E4C	V
蹓	8E53	V
蹔	8E54	V
蹘	8E58	
蹛	8E5B	V
蹟	8E5F	V
蹤	8E64	V
蹧	8E67	V
蹬	8E6C	V
蹲	8E72	V
蹺	8E7A	V
蹽	8E7D	
躂	8E82	V
躄	8E84	V
躇	8E87	V
躊	8E8A	V
躍	8E8D	V
躘	8E98	V
躡	8EA1	V
身	8EAB	V
躬	8EAC	V
躼	8EBC	
躽	8EBD	V
軀	8EC0	V
軁	8EC1	
車	8ECA	V
軋	8ECB	V
軌	8ECC	V
軍	8ECD	V
軒	8ED2	V
軟	8EDF	V
軸	8EF8	V
較	8F03	V
載	8F09	V
輓	8F13	V
輔	8F14	V
輕	8F15	V
輛	8F1B	V
輝	8F1D	V
輦	8F26	V
輩	8F29	V
輪	8F2A	V
輯	8F2F	V
輸	8F38	V
輻	8F3B	V
輾	8F3E	V
轄	8F44	V
轆	8F46	V
轉	8F49	V
轍	8F4D	V
轎	8F4E	V
轟	8F5F	V
辛	8F9B	V
辜	8F9C	V
辟	8F9F	V
辣	8FA3	V
辦	8FA6	V
辨	8FA8	V
辭	8FAD	V
辮	8FAE	V
辯	8FAF	V
辰	8FB0	V
辱	8FB1	V
農	8FB2	V
迅	8FC5	V
迌	8FCC	
迎	8FCE	V
近	8FD1	V
迒	8FD2	V
返	8FD4	V
迦	8FE6	V
迪	8FEA	V
迫	8FEB	V
迭	8FED	V
述	8FF0	V
迴	8FF4	V
迵	8FF5	V
迷	8FF7	V
迸	8FF8	V
追	8FFD	V
退	9000	V
送	9001	V
逃	9003	V
逆	9006	V
逍	900D	V
透	900F	V
逐	9010	V
途	9014	V
這	9019	V
通	901A	V
逝	901D	V
逞	901E	V
速	901F	V
造	9020	V
逢	9022	V
連	9023	V
逮	902E	V
週	9031	V
進	9032	V
逸	9038	V
逼	903C	V
遁	9041	V
遂	9042	V
遇	9047	V
遊	904A	V
運	904B	V
遍	904D	V
過	904E	V
遏	904F	V
遐	9050	V
道	9053	V
達	9054	V
違	9055	V
遙	9059	V
遛	905B	V
遜	905C	V
遞	905E	V
遠	9060	V
遣	9063	V
遨	9068	V
適	9069	V
遭	906D	V
遮	906E	V
遲	9072	V
遴	9074	V
遵	9075	V
遷	9077	V
選	9078	V
遹	9079	V
遺	907A	V
遼	907C	V
避	907F	V
邀	9080	V
邁	9081	V
還	9084	V
邊	908A	V
邏	908F	V
邑	9091	V
那	90A3	V
邦	90A6	V
邪	90AA	V
邱	90B1	V
邵	90B5	V
邸	90B8	V
郁	90C1	V
郊	90CA	V
郎	90CE	V
郝	90DD	V
郡	90E1	V
部	90E8	V
郭	90ED	V
郵	90F5	V
都	90FD	V
鄉	9109	V
鄒	9112	V
鄔	9114	V
鄙	9119	V
鄧	9127	V
鄭	912D	V
鄰	9130	V
酆	9146	V
酉	9149	V
酋	914B	V
酌	914C	V
配	914D	V
酒	9152	V
酥	9165	V
酬	916C	V
酵	9175	V
酷	9177	V
酸	9178	V
酺	917A	V
醃	9183	V
醇	9187	V
醉	9189	V
醋	918B	V
醒	9192	V
醜	919C	V
醡	91A1	V
醫	91AB	V
醬	91AC	V
醮	91AE	V
醴	91B4	V
釀	91C0	V
采	91C7	V
釉	91C9	V
釋	91CB	V
里	91CC	V
重	91CD	V
野	91CE	V
量	91CF	V
釐	91D0	V
金	91D1	V
釘	91D8	V
針	91DD	V
釣	91E3	V
釧	91E7	V
釵	91F5	V
鈃	9203	V
鈍	920D	V
鈔	9214	V
鈕	9215	V
鈗	9217	V
鈞	921E	V
鈴	9234	V
鈷	9237	V
鈸	9238	V
鉈	9248	V
鉎	924E	V
鉗	9257	V
鉛	925B	V
鉤	9264	V
鉸	9278	V
鉼	927C	V
銀	9280	V
銃	9283	V
銅	9285	V
銎	928E	V
銘	9298	V
銬	92AC	V
銲	92B2	V
銳	92B3	V
銷	92B7	V
鋁	92C1	V
鋉	92C9	V
鋏	92CF	V
鋒	92D2	V
鋟	92DF	V
鋤	92E4	V
鋩	92E9	V
鋪	92EA	V
鋸	92F8	V
鋼	92FC	V
錄	9304	V
錐	9310	V
錘	9318	V
錚	931A	V
錠	9320	V
錢	9322	V
錦	9326	V
錨	9328	V
錫	932B	V
錯	932F	V
錶	9336	V
鍊	934A	V
鍋	934B	V
鍍	934D	V
鍘	9358	V
鍛	935B	V
鍤	9364	V
鍥	9365	V
鍵	9375	V
鍼	937C	V
鍾	937E	V
鎊	938A	V
鎔	9394	V
鎖	9396	V
鎮	93AE	V
鏃	93C3	V
鏘	93D8	V
鏡	93E1	V
鏢	93E2	V
鏨	93E8	V
鏽	93FD	V
鐃	9403	V
鐐	9410	V
鐘	9418	V
鐳	9433	V
鐵	9435	V
鐺	943A	V
鑄	9444	V
鑑	9451	V
鑠	9460	V
鑢	9462	V
鑫	946B	V
鑰	9470	V
鑱	9471	V
鑼	947C	V
鑽	947D	V
鑾	947E	V
鑿	947F	V
長	9577	V
門	9580	V
閂	9582	V
閃	9583	V
閉	9589	V
開	958B	V
閏	958F	V
閒	9592	V
間	9593	V
閔	9594	V
閘	9598	V
閣	95A3	V
閩	95A9	V
閬	95AC	V
閱	95B1	V
閹	95B9	V
閻	95BB	V
闆	95C6	V
闇	95C7	V
闊	95CA	V
闔	95D4	V
闕	95D5	V
闖	95D6	V
關	95DC	V
闡	95E1	V
闢	95E2	V
阮	962E	V
阱	9631	V
防	9632	V
阻	963B	V
阿	963F	V
陀	9640	V
陂	9642	V
附	9644	V
陋	964B	V
陌	964C	V
降	964D	V
限	9650	V
陛	965B	V
陝	965D	V
陞	965E	V
院	9662	V
陣	9663	V
除	9664	V
陪	966A	V
陰	9670	V
陳	9673	V
陵	9675	V
陶	9676	V
陷	9677	V
陸	9678	V
陽	967D	V
隆	9686	V
隊	968A	V
隍	968D	V
階	968E	V
隔	9694	V
隘	9698	V
隙	9699	V
際	969B	V
障	969C	V
隧	96A7	V
隨	96A8	V
險	96AA	V
隱	96B1	V
隸	96B8	V
隻	96BB	V
雀	96C0	V
雁	96C1	V
雄	96C4	V
雅	96C5	V
集	96C6	V
雇	96C7	V
雉	96C9	V
雌	96CC	V
雕	96D5	V
雖	96D6	V
雙	96D9	V
雜	96DC	V
雞	96DE	V
離	96E2	V
難	96E3	V
雨	96E8	V
雪	96EA	V
雯	96EF	V
雲	96F2	V
零	96F6	V
雷	96F7	V
雹	96F9	V
雺	96FA	V
電	96FB	V
需	9700	V
霄	9704	V
霆	9706	V
震	9707	V
霍	970D	V
霎	970E	V
霖	9716	V
霜	971C	V
霞	971E	V
霧	9727	V
露	9732	V
霸	9738	V
霹	9739	V
靂	9742	V
靈	9748	V
青	9752	V
靖	9756	V
靜	975C	V
非	975E	V
靠	9760	V
面	9762	V
革	9769	V
靳	9773	V
靴	9774	V
靶	9776	V
鞅	9785	V
鞋	978B	V
鞍	978D	V
鞏	978F	V
鞘	9798	V
鞠	97A0	V
鞦	97A6	V
鞭	97AD	V
韆	97C6	V
韋	97CB	V
韌	97CC	V
韓	97D3	V
韭	97ED	V
音	97F3	V
韻	97FB	V
響	97FF	V
頁	9801	V
頂	9802	V
頃	9803	V
項	9805	V
順	9806	V
頇	9807	V
須	9808	V
頌	980C	V
預	9810	V
頑	9811	V
頒	9812	V
頓	9813	V
頕	9815	
頗	9817	V
領	9818	V
頡	9821	V
頦	9826	V
頭	982D	V
頷	9837	V
頸	9838	V
頹	9839	V
頻	983B	V
題	984C	V
額	984D	V
顎	984E	V
顏	984F	V
願	9858	V
顛	985B	V
類	985E	V
顢	9862	V
顧	9867	V
顫	986B	V
顯	986F	V
顱	9871	V
顴	9874	V
風	98A8	V
颱	98B1	V
颺	98BA	V
飄	98C4	V
飆	98C6	V
飛	98DB	V
食	98DF	V
飢	98E2	V
飫	98EB	V
飯	98EF	V
飲	98F2	V
飼	98FC	V
飽	98FD	V
飾	98FE	V
餃	9903	V
餅	9905	V
餉	9909	V
養	990A	V
餌	990C	V
餐	9910	V
餒	9912	V
餓	9913	V
餘	9918	V
餞	991E	V
餡	9921	V
館	9928	V
餲	9932	V
餾	993E	V
饅	9945	V
饋	994B	V
饒	9952	V
饗	9957	V
饞	995E	V
首	9996	V
香	9999	V
馝	999D	V
馨	99A8	V
馬	99AC	V
馮	99AE	V
馳	99B3	V
馴	99B4	V
駁	99C1	V
駐	99D0	V
駕	99D5	V
駛	99DB	V
駝	99DD	V
駱	99F1	V
駿	99FF	V
騎	9A0E	V
騙	9A19	V
騰	9A30	V
騷	9A37	V
驅	9A45	V
驍	9A4D	V
驕	9A55	V
驗	9A57	V
驚	9A5A	V
驛	9A5B	V
驢	9A62	V
骨	9AA8	V
骰	9AB0	V
骱	9AB1	V
骸	9AB8	V
骼	9ABC	V
骿	9ABF	V
髓	9AD3	V
體	9AD4	V
高	9AD8	V
髡	9AE1	V
髮	9AEE	V
髻	9AFB	V
鬃	9B03	V
鬆	9B06	V
鬍	9B0D	V
鬖	9B16	V
鬚	9B1A	V
鬢	9B22	V
鬥	9B25	V
鬧	9B27	V
鬮	9B2E	V
鬱	9B31	V
鬼	9B3C	V
魁	9B41	V
魂	9B42	V
魄	9B44	V
魅	9B45	V
魍	9B4D	V
魏	9B4F	V
魔	9B54	V
魚	9B5A	V
魠	9B60	V
魩	9B69	
魬	9B6C	V
魯	9B6F	V
魴	9B74	V
魽	9B7D	V
鮐	9B90	V
鮑	9B91	V
鮕	9B95	V
鮘	9B98	
鮡	9BA1	V
鮢	9BA2	V
鮫	9BAB	V
鮮	9BAE	V
鮸	9BB8	V
鯉	9BC9	V
鯊	9BCA	V
鯗	9BD7	V
鯧	9BE7	V
鯪	9BEA	V
鯮	9BEE	
鯰	9BF0	V
鯽	9BFD	V
鰇	9C07	V
鰓	9C13	V
鰗	9C17	V
鰡	9C21	V
鰮	9C2E	
鰱	9C31	V
鰺	9C3A	
鰻	9C3B	V
鰾	9C3E	V
鱈	9C48	V
鱉	9C49	V
鱔	9C54	V
鱖	9C56	V
鱗	9C57	V
鱙	9C59	V
鱟	9C5F	V
鱲	9C72	
鱷	9C77	V
鱸	9C78	V
鱺	9C7A	V
鳥	9CE5	V
鳩	9CE9	V
鳳	9CF3	V
鳴	9CF4	V
鴆	9D06	V
鴉	9D09	V
鴒	9D12	V
鴕	9D15	V
鴛	9D1B	V
鴞	9D1E	V
鴟	9D1F	V
鴣	9D23	V
鴦	9D26	V
鴨	9D28	V
鴻	9D3B	V
鴿	9D3F	V
鵁	9D41	V
鵑	9D51	V
鵝	9D5D	V
鵠	9D60	V
鵤	9D64	
鵪	9D6A	V
鵬	9D6C	V
鵰	9D70	V
鵻	9D7B	V
鶉	9D89	V
鶖	9D96	V
鶯	9DAF	V
鶴	9DB4	V
鶺	9DBA	V
鶿	9DBF	V
鷓	9DD3	V
鷗	9DD7	V
鷥	9DE5	V
鷹	9DF9	V
鷺	9DFA	V
鸕	9E15	V
鸚	9E1A	V
鸞	9E1E	V
鹹	9E79	V
鹼	9E7C	V
鹽	9E7D	V
鹿	9E7F	V
麒	9E92	V
麗	9E97	V
麝	9E9D	V
麟	9E9F	V
麥	9EA5	V
麩	9EA9	V
麭	9EAD	V
麴	9EB4	V
麵	9EB5	V
麶	9EB6	V
麻	9EBB	V
黃	9EC3	V
黍	9ECD	V
黎	9ECE	V
黏	9ECF	V
黐	9ED0	V
黑	9ED1	V
黗	9ED7	
默	9ED8	V
黛	9EDB	V
黜	9EDC	V
點	9EDE	V
黨	9EE8	V
黯	9EEF	V
黹	9EF9	V
鼎	9F0E	V
鼓	9F13	V
鼠	9F20	V
鼢	9F22	V
鼻	9F3B	V
鼾	9F3E	V
齁	9F41	V
齆	9F46	V
齊	9F4A	V
齋	9F4B	V
齒	9F52	V
齡	9F61	V
齣	9F63	V
齧	9F67	V
齪	9F6A	V
齴	9F74	V
齷	9F77	V
齻	9F7B	V
龍	9F8D	V
龐	9F90	V
龔	9F94	V
龕	9F95	V
龜	9F9C	V
𠕇	20547	
𠞩	207A9	
𠞭	207AD	
𠢕	20895	
𠯗	20BD7	
𡢃	21883	
𡳞	21CDE	
𢪱	22AB1	
𢯾	22BFE	
𢲸	22CB8	
𢼌	22F0C	
𣁳	23073	
𣛮	236EE	
𣮈	23B88	
𣻸	23EF8	
𤆬	241AC	
𤉙	24259	
𤲍	24C8D	
𤶃	24D83	
𤺅	24E85	
𤺪	24EAA	
𥍉	25349	
𥐵	25435	
𥑮	2546E	
𥰔	25C14	
𥴊	25D0A	
𦉎	2624E	
𦊓	26293	
𦜆	26706	
𦟪	267EA	
𧉟	2725F	
𧌄	27304	
𧮙	27B99	
𧿬	27FEC	
𧿳	27FF3	
𨂾	280BE	
𨂿	280BF	
𨑨	28468	
𩑾	2947E	
𩚨	296A8	
𩛩	296E9	
𩵱	29D71	
𩸙	29E19	
𩸶	29E36	
𪁎	2A04E	
𪐞	2A41E	
𪜶	2A736	
𫝏	2B74F	
𫝛	2B75B	
𫝺	2B77A	
𫝻	2B77B	
𫞼	2B7BC	
𫟂	2B7C2	
𬦰	2C9B0	
𰣻	308FB	
